chain,customer_id,order_number,restaurant_id,restaurant_city,restaurant_state,restaurant_zip_code,order_purchase_date,order_purchase_time,time_of_day,order_month,order_month_name,order_year,season,order_purchase_method,coupon_used,alcohol_purchased,gender,has_children,item_number,item_description,item_code,item_category,quantity,menu_price,item_total_cost,Profit,order_total_cost
ABC,WX329998HU83,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,45,Garlic Bread,45_Garlic Bread,Appetizers,4,7,28,1940,1968
ABC,WX329998HU84,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,43,Reuben sandwich,43_Reuben sandwich,Sandwiches,8,8,64,1904,1968
ABC,WX329998HU85,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,25,Two Topping Pizza,25_Two Topping Pizza,Pizza,7,9,63,1905,1968
ABC,WX329998HU86,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,24,White Pizza,24_White Pizza,Pizza,2,4,8,1960,1968
ABC,WX329998HU87,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,36,Penne Alla Vodka,36_Penne Alla Vodka,Pasta,3,5,15,1953,1968
ABC,WX329998HU88,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,34,Toasted Ravioli,34_Toasted Ravioli,Pasta,4,4,16,1952,1968
ABC,WX329998HU89,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,2,Shrimp and Lentil Bowls,2_Shrimp and Lentil Bowls,Salads,4,6,24,1944,1968
ABC,WX329998HU90,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,41,Cubano sandwich,41_Cubano sandwich,Sandwiches,1,6,6,1962,1968
ABC,WX329998HU91,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,7,Simple Waldorf Salad,7_Simple Waldorf Salad,Salads,6,1,6,1962,1968
ABC,WX329998HU92,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,8,Turkey Pinto Bean Salad,8_Turkey Pinto Bean Salad,Salads,1,3,3,1965,1968
ABC,WX329998HU93,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,10,Wedge Salad with Blue Cheese Dressing,10_Wedge Salad with Blue Cheese Dressing,Salads,3,1,3,1965,1968
ABC,WX329998HU94,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,25,Two Topping Pizza,25_Two Topping Pizza,Pizza,3,9,27,1941,1968
ABC,WX329998HU95,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,48,Breadsticks,48_Breadsticks,Appetizers,3,5,15,1953,1968
ABC,WX329998HU96,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,15,Lemonade,15_Lemonade,Beverages,6,3,18,1950,1968
ABC,WX329998HU97,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,3,Pork Salad,3_Pork Salad,Salads,2,7,14,1954,1968
ABC,WX329998HU98,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,13,Quinoa Salad,13_Quinoa Salad,Salads,1,1,1,1967,1968
ABC,WX329998HU99,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,1,Avocado Salad,1_Avocado Salad,Salads,2,6,12,1956,1968
ABC,WX329998HU100,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,10,Wedge Salad with Blue Cheese Dressing,10_Wedge Salad with Blue Cheese Dressing,Salads,2,1,2,1966,1968
ABC,WX329998HU101,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,44,Baloney Sandwich,44_Baloney Sandwich,Sandwiches,5,4,20,1948,1968
ABC,WX329998HU102,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,18,Hot Cocoa,18_Hot Cocoa,Beverages,6,5,30,1938,1968
ABC,WX329998HU103,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,45,Garlic Bread,45_Garlic Bread,Appetizers,7,7,49,1919,1968
ABC,WX329998HU104,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,31,Green Pepper and Onion Pizza Roll,31_Green Pepper and Onion Pizza Roll,Pizza,2,10,20,1948,1968
ABC,WX329998HU105,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,47,Feta Fingers,47_Feta Fingers,Appetizers,4,9,36,1932,1968
ABC,WX329998HU106,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,15,Lemonade,15_Lemonade,Beverages,4,3,12,1956,1968
ABC,WX329998HU107,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,45,Garlic Bread,45_Garlic Bread,Appetizers,8,7,56,1912,1968
ABC,WX329998HU108,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,2,Shrimp and Lentil Bowls,2_Shrimp and Lentil Bowls,Salads,3,6,18,1950,1968
ABC,WX329998HU109,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,14,Coffee,14_Coffee,Beverages,8,6,48,1920,1968
ABC,WX329998HU110,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,20,Pizza Cookie,20_Pizza Cookie,Pizza,1,6,6,1962,1968
ABC,WX329998HU111,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,34,Toasted Ravioli,34_Toasted Ravioli,Pasta,1,4,4,1964,1968
ABC,WX329998HU112,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,18,Hot Cocoa,18_Hot Cocoa,Beverages,2,5,10,1958,1968
ABC,WX329998HU113,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,26,Three Or More Topping Pizza,26_Three Or More Topping Pizza,Pizza,2,2,4,1964,1968
ABC,WX329998HU114,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,21,Pizza Blanca,21_Pizza Blanca,Pizza,3,4,12,1956,1968
ABC,WX329998HU115,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,30,All Meat Stuffed Pizza Slice,30_All Meat Stuffed Pizza Slice,Pizza,5,2,10,1958,1968
ABC,WX329998HU116,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,23,Pizza Sub,23_Pizza Sub,Pizza,8,7,56,1912,1968
ABC,WX329998HU117,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,26,Three Or More Topping Pizza,26_Three Or More Topping Pizza,Pizza,8,2,16,1952,1968
ABC,WX329998HU118,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,35,American Chop Suey,35_American Chop Suey,Pasta,5,2,10,1958,1968
ABC,WX329998HU119,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,33,Cincinnati Chili,33_Cincinnati Chili,Pasta,5,2,10,1958,1968
ABC,WX329998HU120,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,26,Three Or More Topping Pizza,26_Three Or More Topping Pizza,Pizza,6,2,12,1956,1968
ABC,WX329998HU121,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,31,Green Pepper and Onion Pizza Roll,31_Green Pepper and Onion Pizza Roll,Pizza,6,10,60,1908,1968
ABC,WX329998HU122,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,47,Feta Fingers,47_Feta Fingers,Appetizers,7,9,63,1905,1968
ABC,WX329998HU123,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,42,Grilled Cheese sandwich,42_Grilled Cheese sandwich,Sandwiches,8,3,24,1944,1968
ABC,WX329998HU124,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,9,Potluck German Potato Salad,9_Potluck German Potato Salad,Salads,2,7,14,1954,1968
ABC,WX329998HU125,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,43,Reuben sandwich,43_Reuben sandwich,Sandwiches,8,8,64,1904,1968
ABC,WX329998HU126,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,33,Cincinnati Chili,33_Cincinnati Chili,Pasta,8,2,16,1952,1968
ABC,WX329998HU127,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,46,Cheese Bread,46_Cheese Bread,Appetizers,4,10,40,1928,1968
ABC,WX329998HU128,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,14,Coffee,14_Coffee,Beverages,5,6,30,1938,1968
ABC,WX329998HU129,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,42,Grilled Cheese sandwich,42_Grilled Cheese sandwich,Sandwiches,8,3,24,1944,1968
ABC,WX329998HU130,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,21,Pizza Blanca,21_Pizza Blanca,Pizza,5,4,20,1948,1968
ABC,WX329998HU131,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,45,Garlic Bread,45_Garlic Bread,Appetizers,5,7,35,1933,1968
ABC,WX329998HU132,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,2,Shrimp and Lentil Bowls,2_Shrimp and Lentil Bowls,Salads,3,6,18,1950,1968
ABC,WX329998HU133,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,31,Green Pepper and Onion Pizza Roll,31_Green Pepper and Onion Pizza Roll,Pizza,1,10,10,1958,1968
ABC,WX329998HU134,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,10,Wedge Salad with Blue Cheese Dressing,10_Wedge Salad with Blue Cheese Dressing,Salads,1,1,1,1967,1968
ABC,WX329998HU135,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,50,Mozzarella Sticks,50_Mozzarella Sticks,Appetizers,1,10,10,1958,1968
ABC,WX329998HU136,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,45,Garlic Bread,45_Garlic Bread,Appetizers,7,7,49,1919,1968
ABC,WX329998HU137,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,22,Small Pizza,22_Small Pizza,Pizza,4,10,40,1928,1968
ABC,WX329998HU138,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,45,Garlic Bread,45_Garlic Bread,Appetizers,3,7,21,1947,1968
ABC,WX329998HU139,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,Yes,1,Avocado Salad,1_Avocado Salad,Salads,7,6,42,1926,1968
ABC,WX329998HU140,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,No,3,Pork Salad,3_Pork Salad,Salads,2,7,14,1954,1968
ABC,WX329998HU141,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,40,Cheesesteak sandwich,40_Cheesesteak sandwich,Sandwiches,1,1,1,1967,1968
ABC,WX329998HU142,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,39,Fried Chicken Sandwich,39_Fried Chicken Sandwich,Sandwiches,5,4,20,1948,1968
ABC,WX329998HU143,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,49,Hot Wings,49_Hot Wings,Appetizers,5,1,5,1963,1968
ABC,WX329998HU144,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,17,Bubble tea,17_Bubble tea,Beverages,6,9,54,1914,1968
ABC,WX329998HU145,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,15,Lemonade,15_Lemonade,Beverages,1,3,3,1965,1968
ABC,WX329998HU146,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,43,Reuben sandwich,43_Reuben sandwich,Sandwiches,3,8,24,1944,1968
ABC,WX329998HU147,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,M,Yes,41,Cubano sandwich,41_Cubano sandwich,Sandwiches,8,6,48,1920,1968
ABC,WX329998HU148,125580367,400,Chicago,Illinois,531543,2018-08-31,12:07,PM,8.0,August,2018.0,Summer,Delivery,No,No,F,No,43,Reuben sandwich,43_Reuben sandwich,Sandwiches,3,8,24,1944,1968
ABC,WX329998HU149,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,F,No,20,Pizza Cookie,20_Pizza Cookie,Pizza,1,6,6,953,959
ABC,WX329998HU150,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,M,Yes,43,Reuben sandwich,43_Reuben sandwich,Sandwiches,3,8,24,935,959
ABC,WX329998HU151,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,M,Yes,35,American Chop Suey,35_American Chop Suey,Pasta,8,2,16,943,959
ABC,WX329998HU152,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,M,No,26,Three Or More Topping Pizza,26_Three Or More Topping Pizza,Pizza,7,2,14,945,959
ABC,WX329998HU153,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,M,No,41,Cubano sandwich,41_Cubano sandwich,Sandwiches,2,6,12,947,959
ABC,WX329998HU154,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,M,Yes,12,Grilled steak salad,12_Grilled steak salad,Salads,5,4,20,939,959
ABC,WX329998HU155,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,M,Yes,26,Three Or More Topping Pizza,26_Three Or More Topping Pizza,Pizza,7,2,14,945,959
ABC,WX329998HU156,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,M,No,38,Mac 'N Cheese,38_Mac 'N Cheese,Pasta,5,4,20,939,959
ABC,WX329998HU157,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,F,Yes,3,Pork Salad,3_Pork Salad,Salads,8,7,56,903,959
ABC,WX329998HU158,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,M,No,36,Penne Alla Vodka,36_Penne Alla Vodka,Pasta,7,5,35,924,959
ABC,WX329998HU159,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,M,No,42,Grilled Cheese sandwich,42_Grilled Cheese sandwich,Sandwiches,3,3,9,950,959
ABC,WX329998HU160,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,F,Yes,18,Hot Cocoa,18_Hot Cocoa,Beverages,6,5,30,929,959
ABC,WX329998HU161,176580367,376,Dallas,Texas,415306,2018-08-22,14:44,PM,8.0,August,2018.0,Summer,Carry Out,Yes,Yes,M,Yes,37,Baked Ziti,37_Baked Ziti,Pasta,2,4,8,951,959
