chain,customer_id,order_number,restaurant_id,restaurant_city,restaurant_state,restaurant_zip_code,order_purchase_date,order_purchase_time,time_of_day,order_month,order_month_name,order_year,season,order_purchase_method,coupon_used,alcohol_purchased,gender,has_children,item_number,item_description,item_code,item_category,quantity,menu_price,item_total_cost,Profit,order_total_cost
XYZ,AL445832XP92,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,F,No,309,Upside-Down Pizza,309_Upside-Down Pizza,Pizza,4,2,8,189,197
XYZ,AL445832XP93,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,M,Yes,302,Made-Rite,302_Made-Rite,Sandwiches,2,6,12,185,197
XYZ,AL445832XP94,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,M,Yes,265,Breaded Pork Tenderloin Sandwich,265_Breaded Pork Tenderloin Sandwich,Sandwiches,2,7,14,183,197
XYZ,AL445832XP95,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,F,No,318,Muffaletta Sandwich,318_Muffaletta Sandwich,Sandwiches,3,5,15,182,197
XYZ,AL445832XP96,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,F,Yes,324,Sheet Pizza,324_Sheet Pizza,Pizza,2,10,20,177,197
XYZ,AL445832XP97,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,M,No,281,Cream Pie,281_Cream Pie,Dessert,1,10,10,187,197
XYZ,AL445832XP98,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,M,No,297,American Chop Suey,297_American Chop Suey,Pasta,4,1,4,193,197
XYZ,AL445832XP99,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,M,Yes,288,Italian Beef Sandwich,288_Italian Beef Sandwich,Sandwiches,5,8,40,157,197
XYZ,AL445832XP100,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,F,No,286,Pasta Primavera,286_Pasta Primavera,Pasta,4,8,32,165,197
XYZ,AL445832XP101,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,F,Yes,297,American Chop Suey,297_American Chop Suey,Pasta,3,1,3,194,197
XYZ,AL445832XP102,536367,984,Miami,Florida,387604,2019-03-06,14:07,PM,3,March,2019,Spring,Delivery,No,No,M,No,319,Cheese Curds,319_Cheese Curds,Appetizers,3,9,27,170,197
XYZ,AL445832XP103,536368,935,Dallas,Texas,415306,2019-03-06,14:12,PM,3,March,2019,Spring,Carry Out,Yes,Yes,F,No,289,Dough Dunkers,289_Dough Dunkers,Appetizers,6,2,12,58,70
XYZ,AL445832XP104,536368,935,Dallas,Texas,415306,2019-03-06,14:12,PM,3,March,2019,Spring,Carry Out,Yes,Yes,M,Yes,254,Garlic Bread Sticks,254_Garlic Bread Sticks,Appetizers,1,4,4,66,70
XYZ,AL445832XP105,536368,935,Dallas,Texas,415306,2019-03-06,14:12,PM,3,March,2019,Spring,Carry Out,Yes,Yes,F,No,268,Baked Alaska,268_Baked Alaska,Dessert,3,4,12,58,70
XYZ,AL445832XP106,536368,935,Dallas,Texas,415306,2019-03-06,14:12,PM,3,March,2019,Spring,Carry Out,Yes,Yes,M,Yes,274,Mac And Cheese,274_Mac And Cheese,Pasta,6,7,42,28,70
XYZ,AL445832XP107,536369,679,Philadelphia,Pennsylvania,649938,2019-03-06,14:33,PM,3,March,2019,Spring,Dine In,No,No,M,Yes,306,Fresh-Brewed Iced Tea,306_Fresh-Brewed Iced Tea,Beverages,3,4,12,0,12
XYZ,AL445832XP108,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,F,No,320,Bbq Pizza,320_Bbq Pizza,Pizza,6,10,60,343,403
XYZ,AL445832XP109,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,M,Yes,322,Niçoise Salad,322_Niçoise Salad,Salads,1,3,3,400,403
XYZ,AL445832XP110,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,F,No,263,Unsweetned Tea,263_Unsweetned Tea,Beverages,5,8,40,363,403
XYZ,AL445832XP111,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,F,No,315,Sweet Tea,315_Sweet Tea,Beverages,3,2,6,397,403
XYZ,AL445832XP112,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,M,Yes,255,Omelet Sandwich,255_Omelet Sandwich,Sandwiches,1,9,9,394,403
XYZ,AL445832XP113,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,F,No,289,Dough Dunkers,289_Dough Dunkers,Appetizers,3,2,6,397,403
XYZ,AL445832XP114,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,M,Yes,264,Classic Carrot Cake,264_Classic Carrot Cake,Dessert,3,7,21,382,403
XYZ,AL445832XP115,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,M,Yes,271,Onion Rings,271_Onion Rings,Appetizers,3,2,6,397,403
XYZ,AL445832XP116,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,F,No,251,Pan Pizza,251_Pan Pizza,Pizza,3,9,27,376,403
XYZ,AL445832XP117,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,M,No,321,Breaded Garlic Mushrooms,321_Breaded Garlic Mushrooms,Appetizers,3,5,15,388,403
XYZ,AL445832XP118,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,M,Yes,267,Chicken Mini Tacos,267_Chicken Mini Tacos,Appetizers,4,6,24,379,403
XYZ,AL445832XP119,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,F,No,284,Tasty Highlight,284_Tasty Highlight,Pizza,2,2,4,399,403
XYZ,AL445832XP120,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,M,No,305,Baked Ziti,305_Baked Ziti,Pasta,2,9,18,385,403
XYZ,AL445832XP121,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,F,Yes,269,Jumbo Wings,269_Jumbo Wings,Appetizers,2,7,14,389,403
XYZ,AL445832XP122,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,M,No,272,French Dip Sandwich,272_French Dip Sandwich,Sandwiches,3,1,3,400,403
XYZ,AL445832XP123,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,F,Yes,279,Toasted Ravioli,279_Toasted Ravioli,Pasta,3,6,18,385,403
XYZ,AL445832XP124,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,M,Yes,273,Bananas Foster,273_Bananas Foster,Dessert,6,4,24,379,403
XYZ,AL445832XP125,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,F,No,275,Side Salad,275_Side Salad,Salads,5,7,35,368,403
XYZ,AL445832XP126,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,M,Yes,291,Lemonade,291_Lemonade,Beverages,5,8,40,363,403
XYZ,AL445832XP127,536370,507,Houston,Texas,436999,2019-03-07,17:57,PM,3,March,2019,Spring,Carry Out,Yes,No,F,No,266,Chicken Wings,266_Chicken Wings,Appetizers,6,5,30,373,403
XYZ,AL445832XP128,536371,986,Atlanta,Georgia,779767,2019-02-20,15:38,PM,2,February,2019,Winter,Delivery,No,No,M,No,253,Hawaiian,253_Hawaiian,Pizza,2,2,4,0,4
XYZ,AL445832XP129,536372,580,Washington,District of Columbia,234817,2019-03-09,09:06,AM,3,March,2019,Spring,Dine In,Yes,Yes,F,Yes,300,Meatball Dip,300_Meatball Dip,Appetizers,6,8,48,14,62
XYZ,AL445832XP130,536372,580,Washington,District of Columbia,234817,2019-03-09,09:06,AM,3,March,2019,Spring,Dine In,Yes,Yes,M,Yes,264,Classic Carrot Cake,264_Classic Carrot Cake,Dessert,2,7,14,48,62
XYZ,AL445832XP131,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,F,No,316,House Salad,316_House Salad,Salads,5,4,20,345,365
XYZ,AL445832XP132,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,M,Yes,265,Breaded Pork Tenderloin Sandwich,265_Breaded Pork Tenderloin Sandwich,Sandwiches,6,7,42,323,365
XYZ,AL445832XP133,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,F,No,303,Spaghetti And Meatballs,303_Spaghetti And Meatballs,Pasta,1,6,6,359,365
XYZ,AL445832XP134,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,F,Yes,305,Baked Ziti,305_Baked Ziti,Pasta,2,9,18,347,365
XYZ,AL445832XP135,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,M,No,253,Hawaiian,253_Hawaiian,Pizza,3,2,6,359,365
XYZ,AL445832XP136,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,M,No,254,Garlic Bread Sticks,254_Garlic Bread Sticks,Appetizers,3,4,12,353,365
XYZ,AL445832XP137,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,F,Yes,311,French Fries,311_French Fries,Appetizers,4,10,40,325,365
XYZ,AL445832XP138,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,M,No,287,Hot Brown Sandwich,287_Hot Brown Sandwich,Sandwiches,5,7,35,330,365
XYZ,AL445832XP139,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,F,Yes,291,Lemonade,291_Lemonade,Beverages,3,8,24,341,365
XYZ,AL445832XP140,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,M,Yes,261,Grilled Cheese,261_Grilled Cheese,Sandwiches,5,7,35,330,365
XYZ,AL445832XP141,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,F,No,311,French Fries,311_French Fries,Appetizers,6,10,60,305,365
XYZ,AL445832XP142,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,M,No,314,Fattoush,314_Fattoush,Salads,4,5,20,345,365
XYZ,AL445832XP143,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,M,Yes,292,Bottled Water,292_Bottled Water,Beverages,1,1,1,364,365
XYZ,AL445832XP144,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,M,No,264,Classic Carrot Cake,264_Classic Carrot Cake,Dessert,2,7,14,351,365
XYZ,AL445832XP145,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,F,Yes,257,Soft Drinks,257_Soft Drinks,Beverages,2,4,8,357,365
XYZ,AL445832XP146,536373,631,Boston,Massachusetts,793178,2019-03-09,11:48,AM,3,March,2019,Spring,Delivery,Yes,No,M,No,279,Toasted Ravioli,279_Toasted Ravioli,Pasta,4,6,24,341,365
XYZ,AL445832XP147,536374,911,Phoenix,Arizona,226918,2019-03-09,11:51,AM,3,March,2019,Spring,Carry Out,Yes,Yes,F,Yes,289,Dough Dunkers,289_Dough Dunkers,Appetizers,2,2,4,0,4
XYZ,AL445832XP148,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,F,No,289,Dough Dunkers,289_Dough Dunkers,Appetizers,6,2,12,326,338
XYZ,AL445832XP149,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,M,Yes,319,Cheese Curds,319_Cheese Curds,Appetizers,2,9,18,320,338
XYZ,AL445832XP150,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,F,Yes,251,Pan Pizza,251_Pan Pizza,Pizza,5,9,45,293,338
XYZ,AL445832XP151,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,M,No,316,House Salad,316_House Salad,Salads,4,4,16,322,338
XYZ,AL445832XP152,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,F,No,302,Made-Rite,302_Made-Rite,Sandwiches,4,6,24,314,338
XYZ,AL445832XP153,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,M,Yes,285,Italian Dip,285_Italian Dip,Appetizers,5,6,30,308,338
XYZ,AL445832XP154,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,F,No,291,Lemonade,291_Lemonade,Beverages,4,8,32,306,338
XYZ,AL445832XP155,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,M,Yes,278,Blta,278_Blta,Sandwiches,3,7,21,317,338
XYZ,AL445832XP156,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,F,No,266,Chicken Wings,266_Chicken Wings,Appetizers,2,5,10,328,338
XYZ,AL445832XP157,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,M,Yes,261,Grilled Cheese,261_Grilled Cheese,Sandwiches,3,7,21,317,338
XYZ,AL445832XP158,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,M,Yes,266,Chicken Wings,266_Chicken Wings,Appetizers,5,5,25,313,338
XYZ,AL445832XP159,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,F,No,288,Italian Beef Sandwich,288_Italian Beef Sandwich,Sandwiches,4,8,32,306,338
XYZ,AL445832XP160,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,F,Yes,259,Reuben Sandwich,259_Reuben Sandwich,Sandwiches,1,3,3,335,338
XYZ,AL445832XP161,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,M,No,274,Mac And Cheese,274_Mac And Cheese,Pasta,1,7,7,331,338
XYZ,AL445832XP162,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,M,No,302,Made-Rite,302_Made-Rite,Sandwiches,3,6,18,320,338
XYZ,AL445832XP163,536375,572,Seattle,Washington,374002,2019-03-09,15:04,PM,3,March,2019,Spring,Dine In,Yes,Yes,F,Yes,273,Bananas Foster,273_Bananas Foster,Dessert,6,4,24,314,338
XYZ,AL445832XP164,536376,953,San Francisco,California,409662,2019-03-09,16:57,PM,3,March,2019,Spring,Carry Out,No,No,M,Yes,315,Sweet Tea,315_Sweet Tea,Beverages,2,2,4,24,28
XYZ,AL445832XP165,536376,953,San Francisco,California,409662,2019-03-09,16:57,PM,3,March,2019,Spring,Carry Out,No,No,F,No,325,Cincinnati Chili,325_Cincinnati Chili,Pasta,6,4,24,4,28
XYZ,AL445832XP166,536377,957,Detroit,Michigan,540315,2019-03-09,17:20,PM,3,March,2019,Spring,Dine In,Yes,Yes,F,Yes,267,Chicken Mini Tacos,267_Chicken Mini Tacos,Appetizers,3,6,18,18,36
XYZ,AL445832XP167,536377,957,Detroit,Michigan,540315,2019-03-09,17:20,PM,3,March,2019,Spring,Dine In,Yes,Yes,M,Yes,282,Vanilla Gelato,282_Vanilla Gelato,Dessert,2,9,18,18,36
XYZ,AL445832XP168,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,F,No,306,Fresh-Brewed Iced Tea,306_Fresh-Brewed Iced Tea,Beverages,3,4,12,289,301
XYZ,AL445832XP169,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,F,Yes,263,Unsweetned Tea,263_Unsweetned Tea,Beverages,4,8,32,269,301
XYZ,AL445832XP170,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,No,256,Apple Pie,256_Apple Pie,Dessert,2,4,8,293,301
XYZ,AL445832XP171,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,F,No,295,Peach Cobbler,295_Peach Cobbler,Dessert,4,2,8,293,301
XYZ,AL445832XP172,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,Yes,284,Tasty Highlight,284_Tasty Highlight,Pizza,5,2,10,291,301
XYZ,AL445832XP173,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,Yes,303,Spaghetti And Meatballs,303_Spaghetti And Meatballs,Pasta,1,6,6,295,301
XYZ,AL445832XP174,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,F,No,303,Spaghetti And Meatballs,303_Spaghetti And Meatballs,Pasta,3,6,18,283,301
XYZ,AL445832XP175,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,F,No,308,Whole-Wheat Crust,308_Whole-Wheat Crust,Pizza,5,8,40,261,301
XYZ,AL445832XP176,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,Yes,250,Apple Juice,250_Apple Juice,Beverages,2,9,18,283,301
XYZ,AL445832XP177,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,Yes,304,Nordeaster,304_Nordeaster,Pizza,6,4,24,277,301
XYZ,AL445832XP178,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,F,No,304,Nordeaster,304_Nordeaster,Pizza,3,4,12,289,301
XYZ,AL445832XP179,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,Yes,325,Cincinnati Chili,325_Cincinnati Chili,Pasta,4,4,16,285,301
XYZ,AL445832XP180,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,Yes,280,Leafy Green Salad,280_Leafy Green Salad,Salads,1,8,8,293,301
XYZ,AL445832XP181,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,No,318,Muffaletta Sandwich,318_Muffaletta Sandwich,Sandwiches,2,5,10,291,301
XYZ,AL445832XP182,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,No,295,Peach Cobbler,295_Peach Cobbler,Dessert,2,2,4,297,301
XYZ,AL445832XP183,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,Yes,259,Reuben Sandwich,259_Reuben Sandwich,Sandwiches,5,3,15,286,301
XYZ,AL445832XP184,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,Yes,319,Cheese Curds,319_Cheese Curds,Appetizers,5,9,45,256,301
XYZ,AL445832XP185,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,M,No,319,Cheese Curds,319_Cheese Curds,Appetizers,1,9,9,292,301
XYZ,AL445832XP186,536378,799,San Diego,California,562019,2019-03-09,17:53,PM,3,March,2019,Spring,Delivery,Yes,Yes,F,Yes,285,Italian Dip,285_Italian Dip,Appetizers,1,6,6,295,301
XYZ,AL445832XP187,536380,760,Minneapolis,Minnesota,742562,2019-03-09,18:14,PM,3,March,2019,Spring,Carry Out,No,No,M,No,322,Niçoise Salad,322_Niçoise Salad,Salads,4,3,12,0,12
XYZ,AL445832XP188,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,M,No,320,Bbq Pizza,320_Bbq Pizza,Pizza,1,10,10,689,699
XYZ,AL445832XP189,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,M,Yes,251,Pan Pizza,251_Pan Pizza,Pizza,2,9,18,681,699
XYZ,AL445832XP190,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,No,264,Classic Carrot Cake,264_Classic Carrot Cake,Dessert,1,7,7,692,699
XYZ,AL445832XP191,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,M,Yes,269,Jumbo Wings,269_Jumbo Wings,Appetizers,2,7,14,685,699
XYZ,AL445832XP192,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,No,303,Spaghetti And Meatballs,303_Spaghetti And Meatballs,Pasta,1,6,6,693,699
XYZ,AL445832XP193,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,M,Yes,323,Penne Alla Vodka,323_Penne Alla Vodka,Pasta,5,10,50,649,699
XYZ,AL445832XP194,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,No,265,Breaded Pork Tenderloin Sandwich,265_Breaded Pork Tenderloin Sandwich,Sandwiches,1,7,7,692,699
XYZ,AL445832XP195,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,M,No,308,Whole-Wheat Crust,308_Whole-Wheat Crust,Pizza,2,8,16,683,699
XYZ,AL445832XP196,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,Yes,265,Breaded Pork Tenderloin Sandwich,265_Breaded Pork Tenderloin Sandwich,Sandwiches,2,7,14,685,699
XYZ,AL445832XP197,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,Yes,280,Leafy Green Salad,280_Leafy Green Salad,Salads,4,8,32,667,699
XYZ,AL445832XP198,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,No,307,Spaghetti Pie,307_Spaghetti Pie,Pasta,2,4,8,691,699
XYZ,AL445832XP199,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,Yes,289,Dough Dunkers,289_Dough Dunkers,Appetizers,3,2,6,693,699
XYZ,AL445832XP200,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,No,269,Jumbo Wings,269_Jumbo Wings,Appetizers,5,7,35,664,699
XYZ,AL445832XP201,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,No,270,Greek Salad,270_Greek Salad,Salads,1,1,1,698,699
XYZ,AL445832XP202,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,Yes,269,Jumbo Wings,269_Jumbo Wings,Appetizers,5,7,35,664,699
XYZ,AL445832XP203,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,No,324,Sheet Pizza,324_Sheet Pizza,Pizza,5,10,50,649,699
XYZ,AL445832XP204,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,Yes,281,Cream Pie,281_Cream Pie,Dessert,6,10,60,639,699
XYZ,AL445832XP205,536381,806,Tampa,Florida,661448,2019-03-09,18:35,PM,3,March,2019,Spring,Dine In,No,Yes,F,Yes,287,Hot Brown Sandwich,287_Hot Brown Sandwich,Sandwiches,2,7,14,685,699
