chain,customer_id,order_number,restaurant_id,restaurant_city,restaurant_state,restaurant_zip_code,order_purchase_date,order_purchase_time,time_of_day,order_month,order_month_name,order_year,season,order_purchase_method,coupon_used,alcohol_purchased,gender,has_children,item_number,item_description,item_code,item_category,quantity,menu_price,item_total_cost,Profit,order_total_cost
XYZ,XYZ2024000091,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,M,Yes,303,Spaghetti And Meatballs,303_Spaghetti And Meatballs,Pasta,1,6,6,316,338
XYZ,XYZ2024000092,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,F,No,303,Spaghetti And Meatballs,303_Spaghetti And Meatballs,Pasta,3,6,19,303,338
XYZ,XYZ2024000093,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,F,No,308,Whole-Wheat Crust,308_Whole-Wheat Crust,Pizza,5,9,43,279,338
XYZ,XYZ2024000094,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,M,Yes,250,Apple Juice,250_Apple Juice,Beverages,2,10,19,303,338
XYZ,XYZ2024000095,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,M,Yes,304,Nordeaster,304_Nordeaster,Pizza,6,4,26,296,338
XYZ,XYZ2024000096,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,F,No,304,Nordeaster,304_Nordeaster,Pizza,3,4,13,309,338
XYZ,XYZ2024000097,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,M,Yes,325,Cincinnati Chili,325_Cincinnati Chili,Pasta,4,4,17,305,338
XYZ,XYZ2024000098,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,M,Yes,280,Leafy Green Salad,280_Leafy Green Salad,Salads,1,9,9,314,338
XYZ,XYZ2024000099,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,M,No,318,Muffaletta Sandwich,318_Muffaletta Sandwich,Sandwiches,2,5,11,311,338
XYZ,XYZ2024000100,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,M,No,295,Peach Cobbler,295_Peach Cobbler,Dessert,2,2,4,318,338
XYZ,XYZ2024000101,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,M,Yes,259,Reuben Sandwich,259_Reuben Sandwich,Sandwiches,5,3,16,306,338
XYZ,XYZ2024000102,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,M,Yes,319,Cheese Curds,319_Cheese Curds,Appetizers,5,10,48,274,338
XYZ,XYZ2024000103,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,M,No,319,Cheese Curds,319_Cheese Curds,Appetizers,1,10,10,312,338
XYZ,XYZ2024000104,536378,799,San Diego,California,562019,2025-03-09,17:53,PM,3,March,2025,Spring,Delivery,Yes,Yes,F,Yes,285,Italian Dip,285_Italian Dip,Appetizers,1,6,6,316,338
XYZ,XYZ2024000105,536380,760,Minneapolis,Minnesota,742562,2025-03-09,18:14,PM,3,March,2025,Spring,Carry Out,No,No,M,No,322,Niçoise Salad,322_Niçoise Salad,Salads,4,3,13,0,13
XYZ,XYZ2024000106,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,M,No,320,Bbq Pizza,320_Bbq Pizza,Pizza,1,11,11,737,748
XYZ,XYZ2024000107,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,M,Yes,251,Pan Pizza,251_Pan Pizza,Pizza,2,10,19,729,748
XYZ,XYZ2024000108,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,No,264,Classic Carrot Cake,264_Classic Carrot Cake,Dessert,1,7,7,740,748
XYZ,XYZ2024000109,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,M,Yes,269,Jumbo Wings,269_Jumbo Wings,Appetizers,2,7,15,733,748
XYZ,XYZ2024000110,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,No,303,Spaghetti And Meatballs,303_Spaghetti And Meatballs,Pasta,1,6,6,742,748
XYZ,XYZ2024000111,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,M,Yes,323,Penne Alla Vodka,323_Penne Alla Vodka,Pasta,5,11,54,694,748
XYZ,XYZ2024000112,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,No,265,Breaded Pork Tenderloin Sandwich,265_Breaded Pork Tenderloin Sandwich,Sandwiches,1,7,7,740,748
XYZ,XYZ2024000113,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,M,No,308,Whole-Wheat Crust,308_Whole-Wheat Crust,Pizza,2,9,17,731,748
XYZ,XYZ2024000114,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,Yes,265,Breaded Pork Tenderloin Sandwich,265_Breaded Pork Tenderloin Sandwich,Sandwiches,2,7,15,733,748
XYZ,XYZ2024000115,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,Yes,280,Leafy Green Salad,280_Leafy Green Salad,Salads,4,9,34,714,748
XYZ,XYZ2024000116,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,No,307,Spaghetti Pie,307_Spaghetti Pie,Pasta,2,4,9,739,748
XYZ,XYZ2024000117,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,Yes,289,Dough Dunkers,289_Dough Dunkers,Appetizers,3,2,6,742,748
XYZ,XYZ2024000118,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,No,269,Jumbo Wings,269_Jumbo Wings,Appetizers,5,7,37,710,748
XYZ,XYZ2024000119,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,No,270,Greek Salad,270_Greek Salad,Salads,1,1,1,747,748
XYZ,XYZ2024000120,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,Yes,269,Jumbo Wings,269_Jumbo Wings,Appetizers,5,7,37,710,748
XYZ,XYZ2024000121,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,No,324,Sheet Pizza,324_Sheet Pizza,Pizza,5,11,54,694,748
XYZ,XYZ2024000122,536381,806,Tampa,Florida,661448,2025-03-09,18:35,PM,3,March,2025,Spring,Dine In,No,Yes,F,Yes,281,Cream Pie,281_Cream Pie,Dessert,6,11,64,684,748
